locus_tag	ftype	length_bp	gene	EC_number	COG	product
MBBINGLK_01674	CDS	750	btuD_2	7.6.2.8	COG4138	Vitamin B12 import ATP-binding protein BtuD
MBBINGLK_01675	CDS	465	mepS_2	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
MBBINGLK_01676	CDS	714	ydiV		COG2200	Putative anti-FlhC(2)FlhD(4) factor YdiV
MBBINGLK_01677	CDS	1437	selO	2.7.7.-	COG0397	Protein adenylyltransferase SelO
MBBINGLK_01678	CDS	192	ydiE		COG4256	putative protein YdiE
MBBINGLK_01679	CDS	1047	aroH	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive
MBBINGLK_01680	CDS	834	ppsR	2.7.11.33	COG1806	Phosphoenolpyruvate synthase regulatory protein
MBBINGLK_01681	CDS	2379	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
MBBINGLK_01682	CDS	1647	fadK	6.2.1.-	COG0318	Medium-chain fatty-acid--CoA ligase
MBBINGLK_01683	CDS	294	fixX_2		COG2440	Ferredoxin-like protein FixX
MBBINGLK_01684	CDS	1290	dadA_1	1.4.99.-		D-amino acid dehydrogenase
MBBINGLK_01685	CDS	939	fixB_2		COG2025	Protein FixB
MBBINGLK_01686	CDS	765	fixA_2		COG2086	Protein FixA
MBBINGLK_01687	CDS	177				hypothetical protein
MBBINGLK_01688	CDS	912	rhaS_3			HTH-type transcriptional activator RhaS
MBBINGLK_01689	CDS	1152	caiA_1	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
MBBINGLK_01690	CDS	1596	ydiF_1	2.8.3.8	COG4670	Acetate CoA-transferase YdiF
MBBINGLK_01691	CDS	759	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
MBBINGLK_01692	CDS	867	ydiB	1.1.1.282	COG0169	Quinate/shikimate dehydrogenase
MBBINGLK_01693	CDS	1266	ydiN			Inner membrane transport protein YdiN
MBBINGLK_01694	CDS	1215	ydiM			Inner membrane transport protein YdiM
MBBINGLK_01695	CDS	357				hypothetical protein
MBBINGLK_01696	CDS	1113	ydiK		COG0628	Putative transport protein YdiK
MBBINGLK_01697	CDS	3057			COG0247	putative protein
MBBINGLK_01698	CDS	411	menI	3.1.2.28	COG2050	1,4-dihydroxy-2-naphthoyl-CoA hydrolase
MBBINGLK_01699	CDS	189				hypothetical protein
MBBINGLK_01700	CDS	369	sufA		COG0316	Protein SufA
MBBINGLK_01701	CDS	1488	sufB		COG0719	FeS cluster assembly protein SufB
MBBINGLK_01702	CDS	747	sufC		COG0396	putative ATP-dependent transporter SufC
MBBINGLK_01703	CDS	1272	sufD		COG0719	FeS cluster assembly protein SufD
MBBINGLK_01704	CDS	1221	sufS	2.8.1.7	COG0520	Cysteine desulfurase
MBBINGLK_01705	CDS	417	sufE		COG2166	Cysteine desulfuration protein SufE
MBBINGLK_01706	CDS	1005	ynhG	2.-.-.-	COG1376	putative L,D-transpeptidase YnhG
MBBINGLK_01707	CDS	237	lpp		COG4238	Major outer membrane prolipoprotein Lpp
MBBINGLK_01708	CDS	1413	pykF	2.7.1.40	COG0469	Pyruvate kinase I
MBBINGLK_01709	CDS	210	fumD	4.2.1.2		Fumarase D
MBBINGLK_01710	CDS	627	ydhY		COG0437	putative ferredoxin-like protein YdhY
MBBINGLK_01711	CDS	2103	ydhV	1.-.-.-	COG2414	putative oxidoreductase YdhV
MBBINGLK_01712	CDS	639	ydhW			putative protein YdhW
MBBINGLK_01713	CDS	669	ydhX_1		COG0437	putative ferredoxin-like protein YdhX
MBBINGLK_01714	CDS	786	ydhU		COG4117	Putative cytochrome YdhU
MBBINGLK_01715	CDS	765	ydhT			putative protein YdhT
MBBINGLK_01716	CDS	1605				hypothetical protein
MBBINGLK_01717	CDS	306	ydhR	1.-.-.-		Putative monooxygenase YdhR
MBBINGLK_01718	tRNA	77				tRNA-Val(gac)
MBBINGLK_01719	tRNA	77				tRNA-Val(gac)
MBBINGLK_01720	CDS	1257				putative autotransporter
MBBINGLK_01721	CDS	1374	mdtK		COG0534	Multidrug resistance protein MdtK
MBBINGLK_01722	CDS	642	ribC	2.5.1.9	COG0307	Riboflavin synthase
MBBINGLK_01723	CDS	1149	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
MBBINGLK_01724	CDS	1212	ydhC			Inner membrane transport protein YdhC
MBBINGLK_01725	CDS	933	yahB_1			putative HTH-type transcriptional regulator YahB
MBBINGLK_01726	CDS	1026	purR		COG1609	HTH-type transcriptional repressor PurR
MBBINGLK_01727	CDS	90	ynhF			putative protein YnhF
MBBINGLK_01728	CDS	1170	ydhP		COG2814	Inner membrane transport protein YdhP
MBBINGLK_01729	CDS	582	sodB	1.15.1.1	COG0605	Superoxide dismutase [Fe]
MBBINGLK_01730	CDS	816	mepH	3.4.-.-	COG0791	Murein DD-endopeptidase MepH
MBBINGLK_01731	CDS	348	grxD		COG0278	Glutaredoxin 4
MBBINGLK_01732	CDS	648	rnt	3.1.13.-	COG0847	Ribonuclease T
MBBINGLK_01733	CDS	408	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
MBBINGLK_01734	CDS	1098	nemA	1.3.1.-	COG1902	N-ethylmaleimide reductase
MBBINGLK_01735	CDS	600	nemR			HTH-type transcriptional repressor NemR
MBBINGLK_01736	CDS	240				hypothetical protein
MBBINGLK_01737	CDS	897	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
MBBINGLK_01738	CDS	522	sodC	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn]
MBBINGLK_01739	CDS	2013	aaeB_2			p-hydroxybenzoic acid efflux pump subunit AaeB
MBBINGLK_01740	CDS	858	aaeA_2		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
MBBINGLK_01741	CDS	237				hypothetical protein
MBBINGLK_01742	CDS	435	slyA		COG1846	Transcriptional regulator SlyA
MBBINGLK_01743	CDS	468	slyB		COG3133	Outer membrane lipoprotein SlyB
MBBINGLK_01744	CDS	1110	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
MBBINGLK_01745	CDS	324	mliC		COG3895	Membrane-bound lysozyme inhibitor of C-type lysozyme
MBBINGLK_01746	CDS	657	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
MBBINGLK_01747	CDS	1275	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
MBBINGLK_01748	CDS	861	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
MBBINGLK_01749	CDS	606	gstA	2.5.1.18	COG0625	Glutathione S-transferase GstA
MBBINGLK_01750	CDS	1503	dtpA		COG3104	Dipeptide and tripeptide permease A
MBBINGLK_01751	CDS	636	nth	4.2.99.18	COG0177	Endonuclease III
MBBINGLK_01752	CDS	696	rsxE	7.-.-.-	COG4660	Ion-translocating oxidoreductase complex subunit E
MBBINGLK_01753	CDS	621	rsxG	7.-.-.-	COG4659	Ion-translocating oxidoreductase complex subunit G
MBBINGLK_01754	CDS	1059	rsxD	7.-.-.-	COG4658	Ion-translocating oxidoreductase complex subunit D
MBBINGLK_01755	CDS	2031	rsxC	7.-.-.-	COG4656	Ion-translocating oxidoreductase complex subunit C
MBBINGLK_01756	CDS	579	rsxB	7.-.-.-	COG2878	Ion-translocating oxidoreductase complex subunit B
MBBINGLK_01757	CDS	582	rsxA	7.-.-.-	COG4657	Ion-translocating oxidoreductase complex subunit A
MBBINGLK_01758	CDS	441	ydgK			Inner membrane protein YdgK
MBBINGLK_01759	CDS	216	cnu			OriC-binding nucleoid-associated protein
MBBINGLK_01760	CDS	1041	ydgJ	1.-.-.-	COG0673	putative oxidoreductase YdgJ
MBBINGLK_01761	CDS	1002	add	3.5.4.4	COG1816	Adenosine deaminase
MBBINGLK_01762	CDS	1173	malY_2		COG1168	Protein MalY
MBBINGLK_01763	CDS	1593	malX_2		COG1263	PTS system maltose-specific EIICB component
MBBINGLK_01764	CDS	1029	malI		COG1609	Maltose regulon regulatory protein MalI
MBBINGLK_01765	CDS	768	hdhA	1.1.1.159		7-alpha-hydroxysteroid dehydrogenase
MBBINGLK_01766	CDS	591				hypothetical protein
MBBINGLK_01767	CDS	1812	uidA	3.2.1.31	COG3250	Beta-glucuronidase
MBBINGLK_01768	CDS	1374	uidB		COG2211	Glucuronide carrier protein
MBBINGLK_01769	CDS	1266	uidC			Membrane-associated protein UidC
MBBINGLK_01770	CDS	1509	ydgA_1		COG5339	Protein YdgA
MBBINGLK_01771	CDS	1176	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase
MBBINGLK_01772	CDS	1647	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
MBBINGLK_01773	CDS	1404	fumC_1	4.2.1.2	COG0114	Fumarate hydratase class II
MBBINGLK_01774	CDS	930	tus			DNA replication terminus site-binding protein
MBBINGLK_01775	CDS	1302	rstB	2.7.13.3		Sensor protein RstB
MBBINGLK_01776	CDS	720	rstA		COG0745	Transcriptional regulatory protein RstA
MBBINGLK_01777	CDS	336	ydgC		COG3136	Inner membrane protein YdgC
MBBINGLK_01778	CDS	723	folM	1.5.1.50	COG1028	Dihydromonapterin reductase
MBBINGLK_01779	CDS	1383	ydgI		COG0531	Putative arginine/ornithine antiporter
MBBINGLK_01780	CDS	945	ydgH			Protein YdgH
MBBINGLK_01781	CDS	1533	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
MBBINGLK_01782	CDS	1389	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
MBBINGLK_01783	CDS	1035	tqsA		COG0628	AI-2 transport protein TqsA
MBBINGLK_01784	CDS	366	mdtJ		COG2076	Spermidine export protein MdtJ
MBBINGLK_01785	CDS	330	mdtI		COG2076	Spermidine export protein MdtI
MBBINGLK_01786	CDS	822				hypothetical protein
MBBINGLK_01787	CDS	309	asr			Acid shock protein
MBBINGLK_01788	CDS	1254	ynfM			Inner membrane transport protein YnfM
MBBINGLK_01789	CDS	894	hcaR_2			Hca operon transcriptional activator HcaR
MBBINGLK_01790	CDS	1221	mlc_2		COG1940	Protein mlc
MBBINGLK_01791	CDS	696	bioD1_1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
MBBINGLK_01792	CDS	1182	clcB		COG0038	Voltage-gated ClC-type chloride channel ClcB
MBBINGLK_01793	CDS	615	dmsD		COG3381	Tat proofreading chaperone DmsD
MBBINGLK_01794	CDS	855	dmsC_1		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
MBBINGLK_01795	CDS	618	dmsB_1		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
MBBINGLK_01796	CDS	2397	ynfF	1.8.99.-	COG1104	putative dimethyl sulfoxide reductase chain YnfF
MBBINGLK_01797	CDS	2427	ynfE	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
MBBINGLK_01798	CDS	306	ynfD			putative protein YnfD
MBBINGLK_01799	CDS	747				hypothetical protein
MBBINGLK_01800	CDS	561	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
MBBINGLK_01801	CDS	342				hypothetical protein
MBBINGLK_01802	CDS	327				hypothetical protein
MBBINGLK_01803	CDS	1215	rspA_1	4.2.1.-	COG4948	D-galactonate dehydratase family member RspA
MBBINGLK_01804	CDS	1020	rspB	1.1.1.-	COG1063	Starvation-sensing protein RspB
MBBINGLK_01805	CDS	249	ydfJ_1			Putative transporter YdfJ
MBBINGLK_01806	CDS	1461	por_1	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
MBBINGLK_01807	CDS	204	ydfZ			Putative selenoprotein YdfZ
MBBINGLK_01808	CDS	687	rspR		COG1802	HTH-type transcriptional repressor RspR
MBBINGLK_01809	CDS	747	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
MBBINGLK_01810	CDS	2046	dcp	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
MBBINGLK_01811	CDS	891	dgcZ	2.7.7.65	COG2199	Diguanylate cyclase DgcZ
MBBINGLK_01812	CDS	96	mgtS			Small protein MgtS
MBBINGLK_01813	CDS	1188	mdrP			Na(+), Li(+), K(+)/H(+) antiporter
MBBINGLK_01814	CDS	900	eamA		COG0697	putative amino-acid metabolite efflux pump
MBBINGLK_01815	CDS	699	mngR_1		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
MBBINGLK_01816	CDS	312	celA	2.7.1.205		PTS system cellobiose-specific EIIB component
MBBINGLK_01817	CDS	1323	chbC_2		COG1455	PTS system N,N'-diacetylchitobiose-specific EIIC component
MBBINGLK_01818	CDS	312	chbA_2		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
MBBINGLK_01819	CDS	648	bglH_2		COG4580	Cryptic outer membrane porin BglH
MBBINGLK_01820	CDS	999	bglH_3		COG4580	Cryptic outer membrane porin BglH
MBBINGLK_01821	CDS	1440	bglA_2	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglA
MBBINGLK_01822	CDS	219				hypothetical protein
MBBINGLK_01823	CDS	384	marA			Multiple antibiotic resistance protein MarA
MBBINGLK_01824	CDS	435	marR		COG1846	Multiple antibiotic resistance protein MarR
MBBINGLK_01825	CDS	666				hypothetical protein
MBBINGLK_01826	CDS	1191	sotB_1		COG2814	Sugar efflux transporter
MBBINGLK_01827	CDS	882	gltR		COG0583	HTH-type transcriptional regulator GltR
MBBINGLK_01828	CDS	1389	sad	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
MBBINGLK_01829	CDS	927	glsA2	3.5.1.2	COG2066	Glutaminase 2
MBBINGLK_01830	CDS	360				hypothetical protein
MBBINGLK_01831	CDS	1419				hypothetical protein
MBBINGLK_01832	CDS	147				hypothetical protein
MBBINGLK_01833	CDS	1452	uxaB	1.1.1.58	COG0246	Altronate oxidoreductase
MBBINGLK_01834	CDS	915				hypothetical protein
MBBINGLK_01835	CDS	759	tam_1	2.1.1.144	COG4106	Trans-aconitate 2-methyltransferase
MBBINGLK_01836	CDS	267	hipB		COG1396	Antitoxin HipB
MBBINGLK_01837	CDS	1323	hipA	2.7.11.1	COG3550	Serine/threonine-protein kinase toxin HipA
MBBINGLK_01838	CDS	201				hypothetical protein
MBBINGLK_01839	CDS	258				hypothetical protein
MBBINGLK_01840	CDS	783				hypothetical protein
MBBINGLK_01841	CDS	123				hypothetical protein
MBBINGLK_01842	CDS	564	fimA			Type-1 fimbrial protein, A chain
MBBINGLK_01843	CDS	711	focC			Chaperone protein FocC
MBBINGLK_01844	CDS	2652	fimD_1		COG3188	Outer membrane usher protein FimD
MBBINGLK_01845	CDS	531	fimF_1			Protein FimF
MBBINGLK_01846	CDS	504	fimG_1			Protein FimG
MBBINGLK_01847	CDS	915	fimH_1			Type 1 fimbrin D-mannose specific adhesin
MBBINGLK_01848	CDS	2280	ydeP		COG0243	Protein YdeP
MBBINGLK_01849	CDS	198	safA			Two-component-system connector protein SafA
MBBINGLK_01850	CDS	762	ydeO		COG2207	HTH-type transcriptional regulator YdeO
MBBINGLK_01851	CDS	1683				hypothetical protein
MBBINGLK_01852	CDS	1158	chuR_1	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
MBBINGLK_01853	CDS	1659	yddA		COG4178	Inner membrane ABC transporter ATP-binding protein YddA
MBBINGLK_01854	CDS	2373				hypothetical protein
MBBINGLK_01855	CDS	2784				hypothetical protein
MBBINGLK_01856	CDS	180				hypothetical protein
MBBINGLK_01857	CDS	573	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
MBBINGLK_01858	CDS	1032	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
MBBINGLK_01859	CDS	654	metI		COG2011	D-methionine transport system permease protein MetI
MBBINGLK_01860	CDS	816	metQ		COG1464	D-methionine-binding lipoprotein MetQ
MBBINGLK_01861	CDS	405	rcsF			Outer membrane lipoprotein RcsF
MBBINGLK_01862	CDS	708	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
MBBINGLK_01863	CDS	1719	proS	6.1.1.15	COG0442	Proline--tRNA ligase
MBBINGLK_01864	CDS	825				hypothetical protein
MBBINGLK_01865	CDS	711	nlpE		COG3015	Lipoprotein NlpE
MBBINGLK_01866	CDS	423	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
MBBINGLK_01867	CDS	546	yaeQ		COG4681	putative protein YaeQ
MBBINGLK_01868	CDS	183				hypothetical protein
MBBINGLK_01869	CDS	261	rof		COG4568	Protein rof
MBBINGLK_01870	CDS	1299	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
MBBINGLK_01871	CDS	390				hypothetical protein
MBBINGLK_01872	CDS	2142	ldcC	4.1.1.18	COG1982	Constitutive lysine decarboxylase
MBBINGLK_01873	CDS	960	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
MBBINGLK_01874	CDS	3483	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
MBBINGLK_01875	CDS	597	rnhB	3.1.26.4	COG0164	Ribonuclease HII
MBBINGLK_01876	CDS	1149	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
MBBINGLK_01877	CDS	789	lpxA_1	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
MBBINGLK_01878	CDS	456	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
MBBINGLK_01879	CDS	1026	lpxD	2.3.1.191	COG1044	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
MBBINGLK_01880	CDS	486	skp		COG2825	Chaperone protein Skp
MBBINGLK_01881	CDS	2433	bamA		COG4775	Outer membrane protein assembly factor BamA
MBBINGLK_01882	CDS	1353	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
MBBINGLK_01883	CDS	750	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
MBBINGLK_01884	CDS	153				hypothetical protein
MBBINGLK_01885	CDS	759	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
MBBINGLK_01886	CDS	1197	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
MBBINGLK_01887	CDS	558	frr		COG0233	Ribosome-recycling factor
MBBINGLK_01888	CDS	726	pyrH	2.7.4.22	COG0528	Uridylate kinase
MBBINGLK_01889	CDS	852	tsf_1		COG0264	Elongation factor Ts
MBBINGLK_01890	CDS	726	rpsB		COG0052	30S ribosomal protein S2
MBBINGLK_01891	CDS	795	map	3.4.11.18	COG0024	Methionine aminopeptidase
MBBINGLK_01892	CDS	2673	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
MBBINGLK_01893	CDS	825	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
MBBINGLK_01894	CDS	387				hypothetical protein
MBBINGLK_01895	CDS	1116	cdaR		COG3835	Carbohydrate diacid regulator
MBBINGLK_01896	CDS	1425	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
MBBINGLK_01897	CDS	1518	dgt_1	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
MBBINGLK_01898	CDS	699	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
MBBINGLK_01899	CDS	801	btuF_2		COG0614	Vitamin B12-binding protein
MBBINGLK_01900	CDS	624				hypothetical protein
MBBINGLK_01901	CDS	345	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
MBBINGLK_01902	CDS	1422	clcA			H(+)/Cl(-) exchange transporter ClcA
MBBINGLK_01903	CDS	1281	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
MBBINGLK_01904	CDS	1983	fhuB		COG0609	Iron(3+)-hydroxamate import system permease protein FhuB
MBBINGLK_01905	CDS	891	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
MBBINGLK_01906	CDS	798	fhuC	7.2.2.16	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
MBBINGLK_01907	CDS	2244	fhuA		COG1629	Ferrichrome outer membrane transporter/phage receptor
MBBINGLK_01908	CDS	2535	mrcB		COG0744	Penicillin-binding protein 1B
MBBINGLK_01909	CDS	2430	hrpB	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpB
MBBINGLK_01910	CDS	531	thpR	3.1.4.58	COG1514	RNA 2',3'-cyclic phosphodiesterase
MBBINGLK_01911	CDS	705	sfsA		COG1489	Sugar fermentation stimulation protein A
MBBINGLK_01912	CDS	456	dksA		COG1734	RNA polymerase-binding transcription factor DksA
MBBINGLK_01913	CDS	927	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
MBBINGLK_01914	CDS	1365	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
MBBINGLK_01915	CDS	480	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
MBBINGLK_01916	CDS	591	yadN			putative fimbrial-like protein YadN
MBBINGLK_01917	CDS	741	yadV			putative fimbrial chaperone YadV
MBBINGLK_01918	CDS	2589	htrE		COG3188	Outer membrane usher protein HtrE
MBBINGLK_01919	CDS	567	yadM			putative fimbrial-like protein YadM
MBBINGLK_01920	CDS	609	yadL			putative fimbrial-like protein YadL
MBBINGLK_01921	CDS	597	yadK_1			putative fimbrial-like protein YadK
MBBINGLK_01922	CDS	1266	yadC			putative fimbrial-like protein YadC
MBBINGLK_01923	CDS	795	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
MBBINGLK_01924	CDS	852	panC	6.3.2.1	COG0414	Pantothenate synthetase
MBBINGLK_01925	CDS	885				ISNCY family transposase ISRor2
MBBINGLK_01926	CDS	381	panD	4.1.1.11		Aspartate 1-decarboxylase
MBBINGLK_01927	CDS	1230				hypothetical protein
MBBINGLK_01928	CDS	441				hypothetical protein
MBBINGLK_01929	CDS	771	yadH		COG0842	Inner membrane transport permease YadH
MBBINGLK_01930	CDS	927	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
MBBINGLK_01931	CDS	663	can	4.2.1.1	COG0288	Carbonic anhydrase 2
MBBINGLK_01932	CDS	549	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
MBBINGLK_01933	CDS	2391	gcd_1	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
MBBINGLK_01934	CDS	1551	cueO		COG2132	Blue copper oxidase CueO
MBBINGLK_01935	CDS	309				hypothetical protein
MBBINGLK_01936	CDS	867	speE	2.5.1.-	COG0421	Polyamine aminopropyltransferase
MBBINGLK_01937	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
MBBINGLK_01938	CDS	363				hypothetical protein
MBBINGLK_01939	CDS	2598	acnB	4.2.1.3	COG1049	Aconitate hydratase B
MBBINGLK_01940	CDS	1758				hypothetical protein
MBBINGLK_01941	CDS	1425	lpdA	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
MBBINGLK_01942	CDS	1893	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
MBBINGLK_01943	CDS	2664	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
MBBINGLK_01944	CDS	765	pdhR_2		COG2186	Pyruvate dehydrogenase complex repressor
MBBINGLK_01945	CDS	291	imm_1			Colicin-E7 immunity protein
MBBINGLK_01946	CDS	291	imm_2			Colicin-E7 immunity protein
MBBINGLK_01947	CDS	285	imm_3			Colicin-E7 immunity protein
MBBINGLK_01948	CDS	1782				hypothetical protein
MBBINGLK_01949	CDS	1371	aroP		COG1113	Aromatic amino acid transport protein AroP
MBBINGLK_01950	CDS	855	ampE		COG3725	Protein AmpE
MBBINGLK_01951	CDS	552	ampD	3.5.1.28	COG3023	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
MBBINGLK_01952	CDS	894	nadC_1	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
MBBINGLK_01953	CDS	441				hypothetical protein
MBBINGLK_01954	CDS	1386	epsE_2		COG2804	Type II secretion system protein E
MBBINGLK_01955	CDS	1203	epsF_2		COG1459	Type II secretion system protein F
MBBINGLK_01956	CDS	1044	guaC	1.7.1.7	COG0516	GMP reductase
MBBINGLK_01957	CDS	621	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
MBBINGLK_01958	CDS	744	zapD		COG4582	Cell division protein ZapD
MBBINGLK_01959	CDS	198	yacG		COG3024	DNA gyrase inhibitor YacG
MBBINGLK_01960	CDS	399	mutT	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
MBBINGLK_01961	CDS	2706	secA		COG0653	Protein translocase subunit SecA
MBBINGLK_01962	CDS	588	secM			Secretion monitor
MBBINGLK_01963	CDS	918	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
MBBINGLK_01964	CDS	1152	ftsZ		COG0206	Cell division protein FtsZ
MBBINGLK_01965	CDS	1263	ftsA_2		COG0849	Cell division protein FtsA
MBBINGLK_01966	CDS	831	ftsQ		COG1589	Cell division protein FtsQ
MBBINGLK_01967	CDS	921	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
MBBINGLK_01968	CDS	1476	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
MBBINGLK_01969	CDS	1068	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
MBBINGLK_01970	CDS	1245	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
MBBINGLK_01971	CDS	1317	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
MBBINGLK_01972	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
MBBINGLK_01973	CDS	1359	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
MBBINGLK_01974	CDS	1488	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
MBBINGLK_01975	CDS	1767	ftsI	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
MBBINGLK_01976	CDS	366	ftsL		COG3116	Cell division protein FtsL
MBBINGLK_01977	CDS	942	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
MBBINGLK_01978	CDS	459	mraZ		COG2001	Transcriptional regulator MraZ
MBBINGLK_01979	CDS	1005	cra_1		COG1609	Catabolite repressor/activator
MBBINGLK_01980	CDS	492	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
MBBINGLK_01981	CDS	1725	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
